City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
283,dongsheng,92,CN,1525277228,68,29.72,112.52,68.73,11.43
284,iqaluit,90,CA,1525273200,72,63.75,-68.52,12.2,16.11
285,nishihara,75,JP,1525275240,100,35.74,139.53,68.0,23.04
286,half moon bay,90,US,1525275600,81,37.46,-122.43,55.4,9.17
287,chapais,90,CA,1525273200,93,49.78,-74.86,37.4,5.82
288,rio gallegos,0,AR,1525273200,52,-51.62,-69.22,44.6,10.29
289,aksarka,20,RU,1525277232,82,66.56,67.8,15.27,9.42
290,bellevue,20,US,1525274100,81,47.61,-122.19,50.0,3.71
291,razole,8,IN,1525277235,95,16.48,81.84,86.01,10.31
292,birao,0,CF,1525277235,16,10.3,22.78,104.64,6.51
293,lumby,90,CA,1525273200,54,50.25,-118.97,53.6,2.24
294,yumen,0,CN,1525277236,21,40.29,97.04,55.86,9.42
295,plettenberg bay,0,ZA,1525277236,85,-34.05,23.37,65.4,7.96
296,leningradskiy,64,RU,1525277236,82,69.38,178.42,9.96,10.76
297,partsa,0,RU,1525277236,52,54.37,42.86,77.01,8.97
298,sparta,20,GR,1525276200,41,37.08,22.43,78.8,3.27
299,naples,40,US,1525272780,58,26.14,-81.79,82.4,12.75
300,moerai,12,PF,1525277237,100,-22.43,-151.33,76.47,8.41
301,gorontalo,56,ID,1525277237,94,0.54,123.06,75.12,2.04
302,chimbote,12,PE,1525277238,85,-9.08,-78.59,70.35,5.17
303,mount gambier,80,AU,1525277238,52,-37.83,140.78,55.86,5.39
304,rocha,76,UY,1525277238,77,-34.48,-54.34,68.1,11.99
305,redan,0,ZA,1525277238,34,-26.62,27.97,66.66,8.86
306,cullman,0,US,1525275300,47,34.17,-86.84,80.6,4.5
307,gat,0,SN,1525273200,15,14.69,-16.54,105.8,6.17
308,sechura,32,PE,1525277239,77,-5.56,-80.82,74.4,6.85
309,byron bay,75,AU,1525275000,93,-28.65,153.62,62.6,2.24
310,barroquinha,40,BR,1525273200,74,-3.02,-41.13,86.0,6.93
311,sao joao da barra,40,BR,1525273200,58,-21.64,-41.05,82.4,5.82
312,rognan,20,NO,1525274400,53,67.1,15.4,50.0,17.22
313,juegang,24,CN,1525277241,93,32.31,121.18,55.32,9.42
314,pisco,12,PE,1525273200,73,-13.71,-76.2,71.6,5.82
315,biltine,0,TD,1525277242,13,14.53,20.93,105.27,4.38
316,lebowakgomo,20,ZA,1525273200,56,-24.3,29.54,68.0,2.24
317,tambovka,0,UA,1525277242,26,46.93,35.45,81.24,6.85
318,tiksi,88,RU,1525277242,87,71.64,128.87,19.68,11.54
319,ajaccio,90,FR,1525275000,82,41.93,8.74,60.8,1.12
320,kangaatsiaq,64,GL,1525277243,100,68.31,-53.46,16.62,23.51
321,amazar,0,RU,1525277243,50,53.86,120.88,38.31,4.27
322,hovd,0,NO,1525274400,47,63.83,10.7,57.2,3.36
323,axim,0,GH,1525277245,94,4.87,-2.24,84.39,15.46
324,sal rei,40,CV,1525273200,64,16.18,-22.92,77.0,20.8
325,richards bay,0,ZA,1525277248,73,-28.77,32.06,74.67,7.4
326,nizwa,0,OM,1525277249,15,22.93,57.53,92.13,5.39
327,ibotirama,0,BR,1525277254,66,-12.18,-43.22,85.47,7.18
328,cherskiy,0,RU,1525277254,50,68.75,161.3,8.7,5.28
329,ilulissat,75,GL,1525272600,72,69.22,-51.1,17.6,8.05
330,anshun,92,CN,1525277257,93,26.25,105.93,60.54,4.72
331,jabinyanah,40,TN,1525273200,82,35.03,10.91,59.0,12.75
332,valparaiso,75,US,1525275900,29,41.47,-87.06,80.6,23.04
333,mamallapuram,20,IN,1525275000,84,12.63,80.17,87.8,12.75
334,puyang,0,CN,1525277258,55,35.76,115.02,55.77,7.96
335,atambua,56,ID,1525277258,100,-9.11,124.89,77.91,6.85
336,diu,0,IN,1525277258,58,20.71,70.98,85.2,11.43
337,piacabucu,64,BR,1525277259,82,-10.41,-36.43,81.96,10.2
338,katobu,32,ID,1525277259,100,-4.94,122.53,81.06,3.38
339,khorramshahr,40,IR,1525273200,26,30.43,48.18,93.2,4.7
340,beringovskiy,64,RU,1525277259,100,63.05,179.32,20.04,2.04
341,tromso,20,NO,1525274400,79,69.65,18.96,46.4,14.99
342,mahajanga,20,MG,1525273200,54,-15.72,46.32,84.2,6.93
343,adwa,56,ET,1525277260,23,14.16,38.9,79.98,3.83
344,otradnoye,40,RU,1525275000,71,59.77,30.8,50.0,15.66
345,tatvan,48,TR,1525277263,61,38.5,42.28,59.64,1.92
346,touros,88,BR,1525277263,72,-5.2,-35.46,84.66,12.66
347,masuda,75,JP,1525272900,88,34.68,131.85,69.8,9.17
348,leh,36,IN,1525277266,87,34.16,77.58,14.46,1.36
349,hirara,32,JP,1525277266,96,24.8,125.28,77.37,7.63
350,sangar,92,RU,1525277266,94,63.92,127.47,38.4,3.15
351,uray,76,RU,1525277266,58,60.13,64.8,39.57,6.51
352,hoquiam,1,US,1525272780,100,46.98,-123.89,46.4,3.36
353,kano,0,NG,1525277267,36,11.99,8.53,101.04,4.61
354,forio,0,IT,1525276200,36,40.73,13.86,80.6,12.75
355,riverton,90,US,1525274100,75,43.02,-108.38,42.8,3.36
356,zhangye,0,CN,1525277268,47,38.94,100.46,51.18,7.18
357,tezu,48,IN,1525277268,70,27.93,96.16,64.77,1.59
358,neyshabur,0,IR,1525277268,31,36.21,58.79,55.77,10.76
359,kruisfontein,0,ZA,1525277268,81,-34.0,24.73,67.29,18.92
360,deputatskiy,80,RU,1525277269,100,69.3,139.9,36.24,10.2
361,norman wells,90,CA,1525274820,65,65.28,-126.83,41.0,4.7
362,komsomolskiy,0,RU,1525277270,84,67.55,63.78,9.24,6.96
363,nioro,0,GM,1525277271,22,13.79,-15.05,103.65,7.96
364,thompson,75,CA,1525273200,58,55.74,-97.86,41.0,10.29
365,ostrovnoy,0,RU,1525277272,94,68.05,39.51,33.72,7.18
366,hami,36,CN,1525277272,27,42.84,93.51,65.22,7.4
367,encheng,92,CN,1525277272,98,22.74,107.09,71.16,2.37
368,mangrol,32,IN,1525277273,38,25.33,76.51,85.83,5.17
369,tacoronte,75,ES,1525275000,82,28.48,-16.41,64.4,12.75
370,sherlovaya gora,0,RU,1525277273,69,50.53,116.31,34.62,2.82
371,mpwapwa,32,TZ,1525277274,89,-6.35,36.49,68.28,4.72
372,tefe,40,BR,1525273200,78,-3.35,-64.71,82.4,3.36
373,north platte,1,US,1525276380,58,41.12,-100.77,57.2,13.87
374,torbay,75,CA,1525274760,71,47.66,-52.73,51.8,14.99
375,iwanai,92,JP,1525277275,98,42.97,140.51,48.12,8.19
376,tilichiki,48,RU,1525277275,83,60.47,166.1,21.12,3.15
377,kununurra,56,AU,1525275000,83,-15.77,128.74,69.8,3.94
378,bundaberg,20,AU,1525277276,100,-24.87,152.35,73.77,11.65
379,paamiut,36,GL,1525277276,100,61.99,-49.67,24.72,24.4
380,ejea de los caballeros,75,ES,1525275000,39,42.13,-1.14,68.0,14.99
381,bose,75,IT,1525276200,76,45.46,8.01,57.2,3.36
382,port lincoln,92,AU,1525277281,100,-34.72,135.86,60.45,15.35
383,ayan,44,TR,1525277283,71,40.67,33.6,60.54,2.37
384,coahuayana,8,MX,1525277284,55,18.62,-100.35,75.84,2.93
385,batsfjord,20,NO,1525272600,59,70.63,29.72,41.0,5.82
386,aktau,0,KZ,1525275000,52,43.65,51.16,66.2,6.71
387,kant,0,KG,1525277289,82,42.89,74.85,31.74,2.26
388,porbandar,40,IN,1525273200,83,21.64,69.61,84.2,6.93
389,nongan,20,CN,1525273200,45,44.43,125.17,46.4,2.24
390,bauchi,68,NG,1525277290,100,10.31,9.85,72.6,3.6
391,salym,88,RU,1525277309,60,60.06,71.48,36.87,8.19
392,huanren,92,CN,1525277291,94,41.26,125.37,42.63,7.4
393,buala,36,SB,1525277291,100,-8.15,159.59,78.99,4.83
394,luanda,0,AO,1525277291,62,-8.83,13.24,91.14,8.41
395,sibu,75,MY,1525273200,88,2.29,111.83,77.0,5.82
396,camacha,40,PT,1525275000,72,33.08,-16.33,64.4,6.93
397,uberaba,0,BR,1525273200,28,-19.75,-47.94,80.6,9.17
398,knysna,20,ZA,1525273200,68,-34.04,23.05,64.4,5.82
399,ahipara,48,NZ,1525277294,100,-35.17,173.16,55.86,5.84
400,luganville,0,VU,1525277295,100,-15.51,167.18,78.36,12.88
401,gurupi,0,BR,1525277295,48,-11.73,-49.07,90.96,10.98
402,clyde river,20,CA,1525273200,78,70.47,-68.59,10.4,6.93
403,takoradi,0,GH,1525277297,90,4.89,-1.75,84.57,11.77
404,buffalo,75,US,1525276440,33,42.89,-78.88,78.8,27.51
405,barra do garcas,20,BR,1525273200,45,-15.89,-52.26,87.8,6.73
406,aitape,76,PG,1525277298,99,-3.15,142.36,80.16,3.71
407,jalu,76,LY,1525277298,19,29.03,21.55,97.26,11.88
408,marrakesh,40,MA,1525276800,28,31.63,-7.99,73.4,5.82
409,upernavik,36,GL,1525277299,100,72.79,-56.15,11.49,12.33
410,oussouye,0,SN,1525273200,40,12.49,-16.54,105.8,9.17
411,saint-georges,8,CA,1525277299,71,46.12,-70.67,63.6,8.19
412,dergachi,0,RU,1525277299,28,51.24,48.77,75.66,10.42
413,corinth,0,GR,1525276200,47,37.94,22.93,77.0,5.82
414,sao geraldo do araguaia,48,BR,1525277300,80,-6.4,-48.55,84.93,4.38
415,muhos,88,FI,1525274400,86,64.81,26.0,41.0,9.17
416,boa vista,75,BR,1525275600,88,2.82,-60.67,77.0,11.41
417,pahrump,90,US,1525276380,76,36.21,-115.98,53.6,3.36
418,acapulco,75,MX,1525272600,66,16.86,-99.88,86.0,9.17
419,minjur,20,IN,1525275000,84,13.28,80.26,87.8,12.75
420,boende,24,CD,1525277302,86,-0.28,20.88,81.42,0.92
421,abyek,40,IR,1525273200,26,36.04,50.53,69.8,6.93
422,kidal,0,ML,1525277303,10,18.44,1.41,99.87,9.75
423,abu dhabi,0,AE,1525273200,29,24.47,54.37,91.4,5.82
424,naze,40,NG,1525273200,56,5.43,7.07,93.2,4.7
425,houma,0,CN,1525277284,63,35.63,111.36,48.57,2.04
426,caravelas,0,BR,1525277304,99,-17.73,-39.27,79.71,9.08
427,xudat,0,AZ,1525277305,53,41.63,48.68,66.21,9.53
428,khandyga,80,RU,1525277305,65,62.65,135.58,35.97,7.85
429,kollo,0,NE,1525273200,4,13.34,2.32,111.2,10.29
430,khorixas,36,NA,1525277306,27,-20.37,14.96,85.2,1.92
431,arroio grande,88,BR,1525277306,96,-32.24,-53.09,72.33,18.59
432,selma,20,US,1525275360,71,36.57,-119.61,55.4,11.41
433,warrington,20,GB,1525274400,54,53.39,-2.59,53.6,18.34
434,seydi,0,NE,1525277307,28,13.34,7.75,104.73,6.62
435,ojinaga,88,US,1525277308,24,29.56,-104.41,76.74,10.31
436,salalah,20,OM,1525272600,70,17.01,54.1,86.0,9.17
437,pokhara,44,NP,1525277312,83,28.21,83.99,55.32,2.59
438,sovetskaya gavan,80,RU,1525277313,77,48.97,140.29,36.87,8.75
439,lokosovo,88,RU,1525277316,81,61.13,74.84,30.12,11.1
440,micheweni,80,TZ,1525277316,100,-4.97,39.83,80.25,20.27
441,dakar,0,SN,1525273200,73,14.69,-17.45,75.2,12.75
442,huarmey,8,PE,1525277320,62,-10.07,-78.15,75.39,3.94
443,mizdah,0,LY,1525277320,18,31.45,12.98,77.01,24.29
444,kharp,0,RU,1525277320,80,66.82,65.8,14.1,10.09
445,egvekinot,20,RU,1525277320,74,66.32,-179.17,7.17,0.13
446,petrolia,40,CA,1525275360,33,42.88,-82.15,75.2,9.17
447,novyy urengoy,56,RU,1525277322,80,66.08,76.63,10.68,15.79
448,lakatoro,0,VU,1525277322,96,-16.11,167.42,74.49,9.19
449,kotma,20,IN,1525277322,37,23.2,81.98,83.94,6.85
450,faqirwali,0,PK,1525277323,55,29.47,73.04,79.26,11.77
451,lethem,92,GY,1525277323,100,3.38,-59.8,75.21,8.97
452,saint-jean-de-maurienne,75,FR,1525275000,67,45.28,6.35,59.0,9.17
453,beirut,20,LB,1525273200,22,33.9,35.48,89.6,9.17
454,basco,40,US,1525275300,64,40.33,-91.2,75.2,18.34
455,port blair,36,IN,1525277098,100,11.67,92.75,84.3,7.4
456,santa isabel do rio negro,88,BR,1525277324,90,-0.41,-65.02,79.8,3.94
457,kirakira,76,SB,1525277325,100,-10.46,161.92,81.87,6.4
458,hearst,92,CA,1525277326,95,49.69,-83.67,35.52,3.94
459,kavieng,64,PG,1525277326,100,-2.57,150.8,83.04,3.38
460,mackay,75,CA,1525273200,52,53.65,-115.58,46.4,3.36
461,saint-pierre,0,FR,1525275000,48,48.95,4.24,62.6,10.29
462,ploemeur,75,FR,1525275000,58,47.73,-3.43,59.0,11.41
463,yangjiang,24,CN,1525277329,99,21.85,111.96,78.45,3.83
464,la ronge,20,CA,1525273200,65,55.1,-105.3,44.6,8.05
465,carutapera,80,BR,1525277329,100,-1.2,-46.02,78.27,5.95
466,manyana,0,AU,1525273200,87,-35.26,150.51,57.2,6.93
467,priiskovyy,0,RU,1525277330,60,51.93,116.63,37.68,6.85
468,auki,36,NG,1525277330,41,12.18,6.51,93.84,7.4
469,bouar,56,CF,1525277331,52,5.94,15.59,86.01,4.38
470,taiyuan,0,CN,1525275000,40,37.86,112.56,51.8,2.24
471,port-cartier,90,CA,1525274880,93,50.03,-66.88,39.2,6.93
472,ozinki,0,RU,1525277331,37,51.2,49.73,72.6,10.76
473,faanui,88,PF,1525277332,100,-16.48,-151.75,81.15,13.78
474,vila,90,IT,1525276200,87,45.18,8.4,57.2,8.05
475,henties bay,0,NA,1525277333,79,-22.12,14.28,71.16,8.75
476,mildura,0,AU,1525277334,67,-34.18,142.16,52.98,7.74
477,garmisch-partenkirchen,75,AT,1525276200,35,47.49,11.1,69.8,9.17
478,ambon,90,FR,1525275000,93,47.55,-2.56,55.4,11.41
479,morayfield,0,AU,1525275000,93,-27.11,152.95,60.8,6.93
480,sabang,80,PH,1525277335,100,13.72,123.58,78.27,4.61
481,bonavista,24,CA,1525277335,74,48.65,-53.11,47.67,16.35
482,rovnoye,0,RU,1525277335,27,50.78,46.06,74.58,7.74
483,jiuquan,0,CN,1525277336,43,39.73,98.49,45.15,3.83
484,fort nelson,75,CA,1525274940,75,58.81,-122.69,46.4,12.75
485,georgiyevka,0,RU,1525277336,52,52.25,40.45,75.3,5.28
486,alakurtti,76,RU,1525277336,63,66.96,30.34,35.52,8.52
487,chernyshevskiy,88,RU,1525277337,93,63.01,112.47,37.23,6.96
488,hambantota,20,LK,1525277061,96,6.12,81.12,85.92,12.21
489,kulhudhuffushi,76,MV,1525277337,100,6.62,73.07,85.47,15.23
490,marienburg,0,DE,1525274400,44,52.12,9.98,60.8,6.93
491,kimbe,20,PG,1525277338,100,-5.56,150.15,78.27,4.61
492,dukat,32,RS,1525277338,90,42.44,22.31,62.25,1.7
493,ilhabela,32,BR,1525277338,100,-23.78,-45.36,74.67,6.29
494,vangaindrano,100,MG,1525277338,81,-23.35,47.6,71.34,3.38
495,port macquarie,8,AU,1525273620,100,-31.43,152.91,51.8,5.73
496,tungor,0,RU,1525277339,72,53.39,142.95,18.24,3.15
497,la rioja,0,AR,1525277130,76,-29.41,-66.86,70.17,4.05
498,sinjar,32,SY,1525277340,71,35.59,37.0,77.91,4.05
499,russell,0,AR,1525273200,63,-33.01,-68.8,62.6,3.36
500,mahibadhoo,68,MV,1525277341,96,3.78,72.97,86.46,14.79
501,grindavik,40,IS,1525275000,56,63.84,-22.43,41.0,10.29
502,alofi,80,NU,1525273200,88,-19.06,-169.92,71.6,16.11
503,belyy yar,0,RU,1525275000,52,53.6,91.39,46.4,2.24
504,tecoanapa,75,MX,1525272600,66,16.99,-99.26,86.0,9.17
505,sioux lookout,75,CA,1525273200,93,50.1,-91.92,37.4,2.24
506,anadyr,75,RU,1525273200,92,64.73,177.51,17.6,8.95
507,cambridge,75,GB,1525275540,100,52.2,0.12,53.6,10.29
508,wanaka,48,NZ,1525277349,83,-44.7,169.14,29.04,2.04
509,sola,75,NO,1525274400,54,58.89,5.65,53.6,26.4
510,port hardy,90,CA,1525273200,87,50.7,-127.42,46.4,3.36
511,alice springs,68,AU,1525275000,26,-23.7,133.88,78.8,6.93
512,manggar,8,ID,1525277352,99,-2.88,108.27,78.18,3.49
513,pavilosta,0,LV,1525274400,76,56.89,21.19,50.0,10.29
514,diffa,0,NE,1525277355,14,13.32,12.61,110.31,4.72
515,beberibe,75,BR,1525273200,66,-4.18,-38.13,86.0,10.29
516,ust-nera,88,RU,1525277356,96,64.57,143.24,20.22,2.37
517,bosaso,68,SO,1525277356,93,11.28,49.18,85.29,12.21
518,ust-maya,32,RU,1525277357,67,60.42,134.54,36.78,6.62
519,tabuk,32,PH,1525277357,95,17.41,121.44,69.18,1.7
520,kasane,40,BW,1525273200,44,-17.8,25.16,78.8,3.36
521,husavik,8,CA,1525277357,93,50.56,-96.99,42.54,4.61
522,marawi,76,PH,1525277358,100,8.0,124.29,71.61,2.15
523,koumac,20,NC,1525277358,96,-20.56,164.28,68.82,7.63
524,worthington,1,US,1525275840,81,43.62,-95.6,53.6,10.29
525,nelson bay,40,AU,1525275000,100,-32.72,152.14,53.6,4.7
526,manaus,40,BR,1525273200,83,-3.13,-59.98,80.6,1.12
527,svetlogorsk,90,RU,1525275000,93,53.14,59.15,41.0,6.71
528,pskov,0,RU,1525273200,44,57.82,28.33,60.8,13.42
529,penon blanco,0,MX,1525277360,26,24.79,-104.04,69.99,4.94
530,istisu,0,AZ,1525277361,70,40.95,48.07,60.99,2.82
531,palmares do sul,0,BR,1525273200,73,-30.26,-50.51,75.2,9.17
532,severo-yeniseyskiy,0,RU,1525277362,63,60.37,93.04,27.06,3.94
533,parnera,0,IN,1525277363,64,20.55,72.95,81.06,8.3
534,oriximina,56,BR,1525277353,75,-1.77,-55.87,84.12,2.93
535,wanning,75,AT,1525276200,44,48.64,13.53,75.2,8.05
536,vila velha,75,BR,1525273200,66,-3.71,-38.6,86.0,10.29
537,jiayuguan,0,CN,1525277365,43,39.77,98.29,45.15,3.83
538,stokke,20,NO,1525274400,57,59.22,10.3,51.8,17.22
539,great yarmouth,75,GB,1525274400,87,52.61,1.73,50.0,10.29
540,ponta delgada,20,PT,1525275000,59,37.73,-25.67,64.4,17.22
541,kamenka,0,RU,1525277366,60,53.19,44.05,70.44,10.2
542,la crosse,75,US,1525275360,77,43.8,-91.24,62.6,6.93
543,lamu,68,ID,1525277366,99,0.57,122.3,75.75,1.92
544,adrar,0,DZ,1525276800,12,27.87,-0.29,82.4,6.93
545,guinayangan,8,PH,1525277367,91,13.9,122.45,79.44,7.4
546,ornskoldsvik,75,SE,1525274400,100,63.29,18.72,44.6,3.36
547,vanavara,92,RU,1525277367,100,60.35,102.28,36.96,7.4
548,turbat,0,PK,1525277368,12,26.0,63.05,98.07,8.63
549,dunkirk,75,FR,1525274700,81,51.03,2.38,55.4,17.22
550,qianguo,20,CN,1525277368,35,45.12,124.86,48.57,10.87
551,rio cauto,40,CU,1525272660,58,20.56,-76.92,84.2,8.05
552,honningsvag,0,NO,1525272600,56,70.98,25.97,41.0,11.41
553,batagay-alyta,0,RU,1525277369,83,67.8,130.41,31.11,7.96
554,broome,75,GB,1525275540,87,52.47,1.45,53.6,10.29
555,duyun,92,CN,1525277370,97,26.27,107.52,60.9,2.93
556,ahuimanu,90,US,1525275480,94,21.44,-157.84,71.6,2.26
557,ambunti,44,PG,1525277370,100,-4.22,142.82,76.2,2.04
558,staryy nadym,44,RU,1525277370,83,65.61,72.68,13.47,11.21
559,quthing,68,LS,1525277371,64,-30.4,27.7,57.12,4.61
560,mombasa,75,KE,1525273200,94,-4.05,39.67,77.0,11.41
561,sokoni,68,CD,1525277371,87,-12.89,28.78,68.1,6.73
562,ugoofaaru,48,MV,1525277372,99,5.67,73.0,85.47,13.67
563,sereflikochisar,8,TR,1525277373,46,38.94,33.54,72.42,4.83
564,hida,100,JP,1525277373,98,36.24,137.19,55.59,5.84
565,nsukka,8,NG,1525277375,74,6.86,7.39,87.45,6.73
566,galesong,20,ID,1525275000,94,-5.32,119.37,78.8,2.24
567,haines junction,0,CA,1525277193,69,60.75,-137.51,23.64,2.26
568,palu,56,ID,1525277383,96,-0.9,119.87,66.3,1.48
